location_id,latitude,longitude,event_time,pm25,temperature,humidity,pm25_zscore,temperature_zscore,humidity_zscore
8118,28.63576,77.22445,2025-01-15T02:30:00.000Z,291.0,20.0,47.0,2.849446629719045,-1.6473239224788232,-0.5194094392916695
8118,28.63576,77.22445,2025-01-06T18:30:00.000Z,100.25404591644713,25.0,46.0,0.0,-0.5598031763745273,-0.5858867154899213
8118,28.63576,77.22445,2025-01-07T15:30:00.000Z,100.25404591644713,22.0,32.0,0.0,-1.212315624037105,-1.5165685822654478
8118,28.63576,77.22445,2025-01-14T18:30:00.000Z,280.0,32.0,79.0,2.6851238105142934,0.9627258681714873,1.607863399052391
8118,28.63576,77.22445,2025-01-07T02:30:00.000Z,100.25404591644713,21.0,50.0,0.0,-1.429819773257964,-0.31997761069691383
8118,28.63576,77.22445,2025-01-02T17:30:00.000Z,210.0,20.0,54.0,1.6394331428476927,-1.6473239224788232,-0.054068505903906265
8118,28.63576,77.22445,2025-01-05T18:30:00.000Z,100.25404591644713,22.0,76.0,0.0,-1.212315624037105,1.4084315704576353
8118,28.63576,77.22445,2025-01-02T05:30:00.000Z,204.0,21.0,30.0,1.5498025141905556,-1.429819773257964,-1.6495231346619517
8118,28.63576,77.22445,2025-01-03T17:30:00.000Z,352.0,32.0,32.0,3.7606913543999396,0.9627258681714873,-1.5165685822654478
8118,28.63576,77.22445,2025-01-15T09:30:00.000Z,233.0,22.0,61.0,1.9830172193667186,-1.212315624037105,0.41127242748385695
8118,28.63576,77.22445,2025-01-06T17:30:00.000Z,100.25404591644713,23.0,58.0,0.0,-0.9948114748162457,0.21184059888910128
8118,28.63576,77.22445,2025-01-06T14:30:00.000Z,100.25404591644713,32.0,78.0,0.0,0.9627258681714873,1.541386122854139
8118,28.63576,77.22445,2025-01-06T12:30:00.000Z,100.25404591644713,25.0,76.0,0.0,-0.5598031763745273,1.4084315704576353
8118,28.63576,77.22445,2025-01-05T02:30:00.000Z,100.25404591644713,28.0,39.0,0.0,0.09270927128805041,-1.0512276488776846
8118,28.63576,77.22445,2025-01-01T02:30:00.000Z,165.0,26.0,42.0,0.9672034279191638,-0.342299027153668,-0.8517958202829289
8118,28.63576,77.22445,2025-01-01T03:30:00.000Z,154.0,25.0,75.0,0.8028806087144124,-0.5598031763745273,1.3419542942593834
8118,28.63576,77.22445,2025-01-10T17:30:00.000Z,290.0,21.0,74.0,2.834508191609522,-1.429819773257964,1.2754770180611315
8118,28.63576,77.22445,2025-01-05T23:30:00.000Z,100.25404591644713,22.0,59.0,0.0,-1.212315624037105,0.2783178750873532
8118,28.63576,77.22445,2025-01-03T05:30:00.000Z,258.0,20.0,55.0,2.3564781721047905,-1.6473239224788232,0.012408770294345627
8118,28.63576,77.22445,2025-01-05T00:30:00.000Z,100.25404591644713,29.0,58.0,0.0,0.31021342050890965,0.21184059888910128
8118,28.63576,77.22445,2025-01-06T20:30:00.000Z,100.25404591644713,21.0,69.0,0.0,-1.429819773257964,0.9430906370698721
8118,28.63576,77.22445,2025-01-06T00:30:00.000Z,100.25404591644713,20.0,77.0,0.0,-1.6473239224788232,1.4749088466558873
8118,28.63576,77.22445,2025-01-10T10:30:00.000Z,199.0,22.0,43.0,1.4751103236429413,-1.212315624037105,-0.785318544084677
8118,28.63576,77.22445,2025-01-04T16:30:00.000Z,323.0,34.0,36.0,3.3274766492237764,1.3977341666132057,-1.2506594774724402
8118,28.63576,77.22445,2025-01-09T17:30:00.000Z,339.0,35.0,66.0,3.566491658976142,1.6152383158340649,0.7436588084751165
8118,28.63576,77.22445,2025-01-13T21:30:00.000Z,122.0,22.0,69.0,0.32485058920968063,-1.212315624037105,0.9430906370698721
8118,28.63576,77.22445,2025-01-12T21:30:00.000Z,138.0,20.0,76.0,0.5638655989620465,-1.6473239224788232,1.4084315704576353
8118,28.63576,77.22445,2024-12-31T23:30:00.000Z,187.0,25.0,31.0,1.2958490663286668,-0.5598031763745273,-1.5830458584636997
8118,28.63576,77.22445,2025-01-01T17:30:00.000Z,205.0,29.0,77.0,1.5647409523000784,0.31021342050890965,1.4749088466558873
8118,28.63576,77.22445,2025-01-03T18:30:00.000Z,333.0,20.0,43.0,3.476861030319005,-1.6473239224788232,-0.785318544084677
8118,28.63576,77.22445,2025-01-01T16:30:00.000Z,213.0,23.0,51.0,1.6842484571762613,-0.9948114748162457,-0.25350033449866194
8118,28.63576,77.22445,2025-01-13T08:30:00.000Z,104.0,25.0,32.0,0.055958703238269056,-0.5598031763745273,-1.5165685822654478
8118,28.63576,77.22445,2025-01-09T14:30:00.000Z,371.0,32.0,53.0,4.044521678480874,0.9627258681714873,-0.12054578210215815
8118,28.63576,77.22445,2025-01-09T04:30:00.000Z,183.0,29.0,61.0,1.2360953138905755,0.31021342050890965,0.41127242748385695
8118,28.63576,77.22445,2024-12-31T20:30:00.000Z,343.0,22.0,39.0,3.6262454114142337,-1.212315624037105,-1.0512276488776846
8118,28.63576,77.22445,2025-01-14T15:30:00.000Z,248.0,35.0,62.0,2.207093791009562,1.6152383158340649,0.47774970368210884
8118,28.63576,77.22445,2025-01-07T00:30:00.000Z,100.25404591644713,27.0,47.0,0.0,-0.1247948779328088,-0.5194094392916695
8118,28.63576,77.22445,2025-01-09T23:30:00.000Z,349.0,33.0,68.0,3.715876040071371,1.1802300173923466,0.8766133608716202
8118,28.63576,77.22445,2025-01-05T13:30:00.000Z,100.25404591644713,25.0,44.0,0.0,-0.5598031763745273,-0.7188412678864251
8118,28.63576,77.22445,2025-01-15T06:30:00.000Z,321.0,26.0,53.0,3.297599773004731,-0.342299027153668,-0.12054578210215815
8118,28.63576,77.22445,2025-01-05T08:30:00.000Z,100.25404591644713,20.0,57.0,0.0,-1.6473239224788232,0.1453633226908494
8118,28.63576,77.22445,2025-01-01T00:30:00.000Z,189.0,33.0,37.0,1.3257259425477126,1.1802300173923466,-1.1841822012741883
8118,28.63576,77.22445,2025-01-03T00:30:00.000Z,100.25404591644713,20.0,34.0,0.0,-1.6473239224788232,-1.383614029868944
8118,28.63576,77.22445,2025-01-11T20:30:00.000Z,129.0,35.0,48.0,0.4294196559763407,1.6152383158340649,-0.4529321630934176
8118,28.63576,77.22445,2025-01-01T21:30:00.000Z,173.0,32.0,57.0,1.0867109327953468,0.9627258681714873,0.1453633226908494
8118,28.63576,77.22445,2025-01-06T06:30:00.000Z,100.25404591644713,34.0,37.0,0.0,1.3977341666132057,-1.1841822012741883
8118,28.63576,77.22445,2025-01-13T13:30:00.000Z,123.0,35.0,63.0,0.3397890273192035,1.6152383158340649,0.5442269798803607
8118,28.63576,77.22445,2025-01-06T05:30:00.000Z,100.25404591644713,31.0,55.0,0.0,0.745221718950628,0.012408770294345627
8118,28.63576,77.22445,2025-01-14T05:30:00.000Z,151.0,31.0,33.0,0.7580652943858437,0.745221718950628,-1.4500913060671958
8118,28.63576,77.22445,2025-01-04T15:30:00.000Z,313.0,26.0,60.0,3.1780922681285477,-0.342299027153668,0.34479515128560506
8118,28.63576,77.22445,2025-01-11T22:30:00.000Z,157.0,30.0,50.0,0.8476959230429809,0.5277175697297688,-0.31997761069691383
8118,28.63576,77.22445,2025-01-10T22:30:00.000Z,146.0,31.0,31.0,0.6833731038382294,0.745221718950628,-1.5830458584636997
8118,28.63576,77.22445,2025-01-09T06:30:00.000Z,180.0,21.0,77.0,1.191279999562007,-1.429819773257964,1.4749088466558873
8118,28.63576,77.22445,2025-01-01T13:30:00.000Z,206.0,30.0,50.0,1.5796793904096014,0.5277175697297688,-0.31997761069691383
8118,28.63576,77.22445,2025-01-11T06:30:00.000Z,174.0,34.0,57.0,1.1016493709048696,1.3977341666132057,0.1453633226908494
8118,28.63576,77.22445,2025-01-04T06:30:00.000Z,416.0,21.0,37.0,4.716751393409403,-1.429819773257964,-1.1841822012741883
8118,28.63576,77.22445,2025-01-11T02:30:00.000Z,147.0,22.0,43.0,0.6983115419477522,-1.212315624037105,-0.785318544084677
8118,28.63576,77.22445,2025-01-11T19:30:00.000Z,134.0,23.0,71.0,0.504111846523955,-0.9948114748162457,1.0760451894663758
8118,28.63576,77.22445,2025-01-13T03:30:00.000Z,106.0,28.0,79.0,0.08583557945731479,0.09270927128805041,1.607863399052391
8118,28.63576,77.22445,2025-01-13T16:30:00.000Z,151.0,20.0,35.0,0.7580652943858437,-1.6473239224788232,-1.3171367536706922
8118,28.63576,77.22445,2025-01-07T17:30:00.000Z,100.25404591644713,24.0,31.0,0.0,-0.7773073255953864,-1.5830458584636997
8118,28.63576,77.22445,2025-01-12T23:30:00.000Z,108.0,20.0,67.0,0.11571245567636051,-1.6473239224788232,0.8101360846733683
8118,28.63576,77.22445,2025-01-05T05:30:00.000Z,100.25404591644713,32.0,46.0,0.0,0.9627258681714873,-0.5858867154899213
8118,28.63576,77.22445,2025-01-10T00:30:00.000Z,289.0,35.0,66.0,2.8195697534999993,1.6152383158340649,0.7436588084751165
8118,28.63576,77.22445,2025-01-14T13:30:00.000Z,165.0,21.0,55.0,0.9672034279191638,-1.429819773257964,0.012408770294345627
8118,28.63576,77.22445,2025-01-09T18:30:00.000Z,347.0,27.0,58.0,3.6859991638523253,-0.1247948779328088,0.21184059888910128
8118,28.63576,77.22445,2025-01-08T01:30:00.000Z,100.25404591644713,22.0,70.0,0.0,-1.212315624037105,1.009567913268124
8118,28.63576,77.22445,2025-01-12T19:30:00.000Z,180.0,30.0,63.0,1.191279999562007,0.5277175697297688,0.5442269798803607
8118,28.63576,77.22445,2025-01-14T14:30:00.000Z,216.0,25.0,75.0,1.72906377150483,-0.5598031763745273,1.3419542942593834
8118,28.63576,77.22445,2025-01-10T14:30:00.000Z,100.25404591644713,29.0,53.0,0.0,0.31021342050890965,-0.12054578210215815
8118,28.63576,77.22445,2025-01-14T12:30:00.000Z,150.0,28.0,61.0,0.7431268562763209,0.09270927128805041,0.41127242748385695
8118,28.63576,77.22445,2025-01-13T05:30:00.000Z,121.0,27.0,35.0,0.30991215110015774,-0.1247948779328088,-1.3171367536706922
8118,28.63576,77.22445,2025-01-12T10:30:00.000Z,150.0,32.0,54.0,0.7431268562763209,0.9627258681714873,-0.054068505903906265
8118,28.63576,77.22445,2025-01-13T02:30:00.000Z,88.0,20.0,47.0,-0.1830563065140968,-1.6473239224788232,-0.5194094392916695
8118,28.63576,77.22445,2025-01-09T05:30:00.000Z,161.0,21.0,34.0,0.9074496754810724,-1.429819773257964,-1.383614029868944
8118,28.63576,77.22445,2025-01-06T21:30:00.000Z,100.25404591644713,28.0,39.0,0.0,0.09270927128805041,-1.0512276488776846
8118,28.63576,77.22445,2025-01-14T07:30:00.000Z,144.0,27.0,72.0,0.6534962276191837,-0.1247948779328088,1.1425224656646278
8118,28.63576,77.22445,2025-01-11T09:30:00.000Z,192.0,35.0,74.0,1.3705412568762811,1.6152383158340649,1.2754770180611315
8118,28.63576,77.22445,2025-01-02T14:30:00.000Z,262.0,28.0,64.0,2.4162319245428816,0.09270927128805041,0.6107042560786127
8118,28.63576,77.22445,2025-01-10T21:30:00.000Z,160.0,26.0,69.0,0.8925112373715495,-0.342299027153668,0.9430906370698721
8118,28.63576,77.22445,2025-01-14T19:30:00.000Z,299.0,31.0,72.0,2.968954134595228,0.745221718950628,1.1425224656646278
