"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","210.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","213.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","211.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","200.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","220.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","-999.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","-999.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","203.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","180.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","210.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","258.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","349.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","431.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","382.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","330.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","278.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","208.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","213.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","237.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","265.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","261.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","345.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-03T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","352.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-04T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","333.0"
