"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","265.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","234.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","200.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","191.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","176.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","176.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","160.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","160.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","192.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","183.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","161.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","180.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","173.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","427.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","369.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","323.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","314.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","305.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","374.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","371.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","341.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","338.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-09T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","339.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-10T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","347.0"
