"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"New Delhi-8118","2025-01-02T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","163.0"
8118,23534,"New Delhi-8118","2025-01-02T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","158.0"
8118,23534,"New Delhi-8118","2025-01-02T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","173.0"
8118,23534,"New Delhi-8118","2025-01-02T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","173.0"
8118,23534,"New Delhi-8118","2025-01-02T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","176.0"
8118,23534,"New Delhi-8118","2025-01-02T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","174.0"
8118,23534,"New Delhi-8118","2025-01-02T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","153.0"
8118,23534,"New Delhi-8118","2025-01-02T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","140.0"
8118,23534,"New Delhi-8118","2025-01-02T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","167.0"
8118,23534,"New Delhi-8118","2025-01-02T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","204.0"
8118,23534,"New Delhi-8118","2025-01-02T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","204.0"
8118,23534,"New Delhi-8118","2025-01-02T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","209.0"
8118,23534,"New Delhi-8118","2025-01-02T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","179.0"
8118,23534,"New Delhi-8118","2025-01-02T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","190.0"
8118,23534,"New Delhi-8118","2025-01-02T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","213.0"
8118,23534,"New Delhi-8118","2025-01-02T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","217.0"
8118,23534,"New Delhi-8118","2025-01-02T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","191.0"
8118,23534,"New Delhi-8118","2025-01-02T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","198.0"
8118,23534,"New Delhi-8118","2025-01-02T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","217.0"
8118,23534,"New Delhi-8118","2025-01-02T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","262.0"
8118,23534,"New Delhi-8118","2025-01-02T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","308.0"
8118,23534,"New Delhi-8118","2025-01-02T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","291.0"
8118,23534,"New Delhi-8118","2025-01-02T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","210.0"
8118,23534,"New Delhi-8118","2025-01-03T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","208.0"
