"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","82.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","88.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","89.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","94.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","90.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","91.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","80.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","79.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","82.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","85.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","87.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","83.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","64.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","56.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","58.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","52.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","59.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","52.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","77.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","106.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","146.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","135.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-26T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","122.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-01-27T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","109.0"
