"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","129.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","127.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","95.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","85.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","83.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","88.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","97.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","107.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","136.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","162.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","131.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","84.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","57.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","27.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","17.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","28.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","23.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","32.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","37.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","44.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","63.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","96.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-18T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","106.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-19T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","112.0"
