"location_id","sensors_id","location","datetime","lat","lon","parameter","units","value"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T01:00:00+05:30","28.63576","77.22445","pm25","µg/m³","52.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T02:00:00+05:30","28.63576","77.22445","pm25","µg/m³","39.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T03:00:00+05:30","28.63576","77.22445","pm25","µg/m³","47.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T04:00:00+05:30","28.63576","77.22445","pm25","µg/m³","39.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T05:00:00+05:30","28.63576","77.22445","pm25","µg/m³","43.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T06:00:00+05:30","28.63576","77.22445","pm25","µg/m³","-999.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T07:00:00+05:30","28.63576","77.22445","pm25","µg/m³","-999.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T08:00:00+05:30","28.63576","77.22445","pm25","µg/m³","-999.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T09:00:00+05:30","28.63576","77.22445","pm25","µg/m³","77.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T10:00:00+05:30","28.63576","77.22445","pm25","µg/m³","67.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T11:00:00+05:30","28.63576","77.22445","pm25","µg/m³","63.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T12:00:00+05:30","28.63576","77.22445","pm25","µg/m³","58.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T13:00:00+05:30","28.63576","77.22445","pm25","µg/m³","57.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T14:00:00+05:30","28.63576","77.22445","pm25","µg/m³","46.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T15:00:00+05:30","28.63576","77.22445","pm25","µg/m³","49.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T16:00:00+05:30","28.63576","77.22445","pm25","µg/m³","55.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T17:00:00+05:30","28.63576","77.22445","pm25","µg/m³","55.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T18:00:00+05:30","28.63576","77.22445","pm25","µg/m³","47.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T19:00:00+05:30","28.63576","77.22445","pm25","µg/m³","43.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T20:00:00+05:30","28.63576","77.22445","pm25","µg/m³","52.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T21:00:00+05:30","28.63576","77.22445","pm25","µg/m³","56.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T22:00:00+05:30","28.63576","77.22445","pm25","µg/m³","59.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-02-28T23:00:00+05:30","28.63576","77.22445","pm25","µg/m³","54.0"
8118,23534,"US Diplomatic Post: New Delhi-8118","2025-03-01T00:00:00+05:30","28.63576","77.22445","pm25","µg/m³","51.0"
